Row,middle_median,ADvPC_h_paired,ADvPC_p_paired,ADvPC_normal_paired,ADvPC_h_unpaired,ADvPC_p_unpaired,ADvPC_normal_unpaired,ADvPC_p_ANOVA,ADvC_h_paired,ADvC_p_paired,ADvC_normal_paired,ADvC_h_unpaired,ADvC_p_unpaired,ADvC_normal_unpaired,ADvC_p_ANOVA,PCvC_h_paired,PCvC_p_paired,PCvC_normal_paired,PCvC_h_unpaired,PCvC_p_unpaired,PCvC_normal_unpaired,PCvC_p_ANOVA,AD_mean,PC_mean,C_mean,AD_median,PC_median,C_median,AD_std,PC_std,C_std,AD_values_ 1,AD_values_ 2,AD_values_ 3,AD_values_ 4,AD_values_ 5,AD_values_ 6,AD_values_ 7,AD_values_ 8,AD_values_ 9,AD_values_10,AD_values_11,AD_values_12,AD_values_13,AD_values_14,AD_values_15,AD_values_16,AD_values_17,AD_values_18,AD_values_19,AD_values_20,AD_values_21,AD_values_22,AD_values_23,AD_values_24,AD_values_25,AD_values_26,AD_values_27,AD_values_28,AD_values_29,AD_values_30,AD_values_31,AD_values_32,AD_values_33,AD_values_34,AD_values_35,AD_values_36,AD_values_37,AD_values_38,AD_values_39,PC_values_ 1,PC_values_ 2,PC_values_ 3,PC_values_ 4,PC_values_ 5,PC_values_ 6,PC_values_ 7,PC_values_ 8,PC_values_ 9,PC_values_10,PC_values_11,PC_values_12,PC_values_13,PC_values_14,PC_values_15,PC_values_16,PC_values_17,PC_values_18,PC_values_19,PC_values_20,PC_values_21,PC_values_22,PC_values_23,PC_values_24,PC_values_25,PC_values_26,PC_values_27,PC_values_28,PC_values_29,PC_values_30,PC_values_31,PC_values_32,PC_values_33,PC_values_34,PC_values_35,PC_values_36,PC_values_37,PC_values_38,PC_values_39,C_values_ 1,C_values_ 2,C_values_ 3,C_values_ 4,C_values_ 5,C_values_ 6,C_values_ 7,C_values_ 8,C_values_ 9,C_values_10,C_values_11,C_values_12,C_values_13,C_values_14,C_values_15,C_values_16,C_values_17,C_values_18,C_values_19,C_values_20,C_values_21,C_values_22,C_values_23,C_values_24,C_values_25,C_values_26,C_values_27,C_values_28,C_values_29,C_values_30,C_values_31,C_values_32,C_values_33,C_values_34,C_values_35,C_values_36,C_values_37,C_values_38,C_values_39
Deposit_Diattenuation_Lin_Mean,PC,0,0.162865178,1,0,0.059896126,1,0.061357291,1,2.25E-07,1,1,3.44E-05,1,3.34E-05,1,0.000770572,1,1,0.010452003,1,0.014368229,0.087737189,0.107439768,0.154621516,0.088955053,0.094796446,0.127170674,0.016674611,0.062222004,0.093389213,0.100669022,0.093017138,0.072321954,0.063199697,0.084719594,0.096884622,0.109105123,0.089332851,0.089332851,0.091743922,0.058316574,0.110813644,0.096650614,0.101771835,0.121558646,0.06725144,0.096257706,0.09281874,0.069115144,0.059306844,0.077213884,0.070779263,0.099117964,0.081576764,0.132053251,0.082248204,0.086974044,0.088955053,0.073127549,0.101265122,0.108543008,0.077392246,0.08679267,0.0690448,0.090598512,0.073850366,0.102179585,0.074924038,0.080926093,0.086865127,0.098760271,0.090785228,0.123872969,0.084028374,0.097212826,0.106976038,0.096782014,0.096517628,0.061166063,0.038312813,0.084071985,0.190285438,0.090558097,0.088418506,0.073356291,0.100004466,0.063960792,0.290887206,0.090540907,0.097528232,0.075977871,0.178790856,0.096084332,0.111679772,0.094796446,0.085615208,0.080594665,0.065468479,0.094028533,0.10770029,0.111440423,0.389166192,0.076465182,0.101193283,0.056208339,0.107310955,0.087561866,0.119176973,0.114077501,0.33278002,0.069886778,0.097203307,0.169160305,0.157585063,0.216809885,0.101600335,0.468570581,0.130831035,0.098690071,0.161498937,0.10941818,0.145743693,0.108187548,0.104710011,0.107488905,0.093758553,0.114044932,0.152073396,0.09576277,0.142373893,0.160602659,0.127170674,0.328024193,0.145231684,0.127845515,0.15822618,0.086467617,0.089662163,0.466986509,0.238598353,0.098450526,0.158782971,0.124099929,0.136601501,0.120505645,0.089840957,0.080886343
Background_GeneralMetrics_DI_Mean,PC,1,0.022926054,1,0,0.052867053,1,0.109093044,1,0.000301109,1,1,0.013309292,1,0.013841917,1,0.004226074,1,1,0.046773024,1,0.052621217,0.852205217,0.865953279,0.925578912,0.853993948,0.861614981,0.877492924,0.018001474,0.03977051,0.179877365,0.856387089,0.867164722,0.846437345,0.858165888,0.856236732,0.86351848,0.85602042,0.859580231,0.859580231,0.848913063,0.840785671,0.872463012,0.854659281,0.863994799,0.893448562,0.8453056,0.865605174,0.876316073,0.839592717,0.816454197,0.862127248,0.846703552,0.863752164,0.861893664,0.870213749,0.852661633,0.84807315,0.834525825,0.85009763,0.853993948,0.849241531,0.845742574,0.780402562,0.826332449,0.848303488,0.849634356,0.853605974,0.840207588,0.857861102,0.826639128,0.861744153,0.867537852,0.907958404,0.857355564,0.83707768,0.845262691,0.875213325,0.852175044,0.859506533,0.853176773,0.864453692,0.877538422,0.869614619,0.867958071,0.835375233,0.860079698,0.86735766,0.851451273,0.863581297,0.868314326,0.859424017,0.862820826,0.860856804,0.859724755,0.867556951,0.868802447,0.865710919,0.846878166,0.844442866,0.862716339,0.861796348,1.094063535,0.859089863,0.856473135,0.861614981,0.866603988,0.846860485,0.857370009,0.852861284,1.544528112,0.877492924,0.83595718,0.843950882,0.843739991,0.725378404,0.923921552,1.647287477,0.887782675,0.89440425,0.846301287,0.866855068,0.854298857,0.905031934,0.85717412,0.877102018,0.89836167,0.873716083,0.876514031,0.892561443,0.894764726,0.87887507,0.912207263,1.291566099,0.863551741,0.88694902,0.878927142,0.830565789,0.920579127,1.125793973,0.937250137,0.874542483,0.887391749,0.854218807,0.886614167,0.806448665,0.875137805,0.866972574
Deposit_GeneralMetrics_DI_Mean,AD,0,0.944372754,1,0,0.874797072,1,0.860971525,1,2.81E-07,1,1,3.56E-06,1,2.16E-06,1,3.26E-07,1,1,4.89E-06,1,1.03E-05,0.764734195,0.76790355,0.925578912,0.797012606,0.792382538,0.877492924,0.089280634,0.087758575,0.179877365,0.771600065,0.832876916,0.782067636,0.82416889,0.763616984,0.715366825,0.835392979,0.835535975,0.835535975,0.792460533,0.68745302,0.83308495,0.82934312,0.850883508,0.849936179,0.643113797,0.824259757,0.83682519,0.710999727,0.475297381,0.835253075,0.676373971,0.834691251,0.804824988,0.883255234,0.715753303,0.673959667,0.711342478,0.774787898,0.798523317,0.797012606,0.793480644,0.529685583,0.641567971,0.734229177,0.800240025,0.813092286,0.666990616,0.80975009,0.759118594,0.814052433,0.7117897,0.855258226,0.814865138,0.799420054,0.784631879,0.800675374,0.776258555,0.675799918,0.808202675,0.812790008,0.859914972,0.810713805,0.690659837,0.575213373,0.795972923,0.763336993,0.73082717,0.799259634,0.831110546,0.702062128,0.902928207,0.752909477,0.770243243,0.824855125,0.675125314,0.839218801,0.667474532,0.775504887,0.843892277,0.880693435,0.792382538,0.64149407,0.823850933,0.439785214,0.837813368,0.728011187,0.780121917,0.852861284,1.544528112,0.877492924,0.83595718,0.843950882,0.843739991,0.725378404,0.923921552,1.647287477,0.887782675,0.89440425,0.846301287,0.866855068,0.854298857,0.905031934,0.85717412,0.877102018,0.89836167,0.873716083,0.876514031,0.892561443,0.894764726,0.87887507,0.912207263,1.291566099,0.863551741,0.88694902,0.878927142,0.830565789,0.920579127,1.125793973,0.937250137,0.874542483,0.887391749,0.854218807,0.886614167,0.806448665,0.875137805,0.866972574
Background_GeneralMetrics_DP_Mean,PC,1,0.004613293,1,0,0.058368526,1,0.099441552,0,0.131774833,1,0,0.062422925,1,0.060587823,0,0.856041867,1,0,0.369038421,1,0.378237923,0.152178603,0.130953226,0.107903126,0.152247196,0.140228682,0.13940224,0.019485377,0.066160181,0.144907747,0.145142819,0.133432943,0.158321372,0.144638394,0.146550295,0.138001856,0.145599235,0.14265471,0.14265471,0.152286066,0.160956669,0.129410052,0.147413759,0.136895385,0.108331583,0.158301497,0.136929188,0.12494639,0.164178433,0.188357697,0.143302758,0.15655772,0.138573245,0.141118783,0.131310427,0.149106866,0.155158452,0.169844705,0.154434959,0.153801145,0.154234189,0.157184259,0.221694783,0.178080919,0.154261052,0.152247196,0.164253293,0.170251874,0.184545845,0.178381574,0.140228682,0.13303261,0.095682832,0.145322907,0.165971467,0.158500172,0.125003207,0.14947499,0.143737438,0.149316377,0.136151976,0.111883722,0.131205768,0.131243825,0.168243696,0.140594639,0.134339142,0.147154367,0.138359495,0.132422933,0.142423801,0.137407546,0.139608535,0.140302086,0.133800564,0.130144463,0.138888203,0.155008969,0.156326453,0.137989611,0.139829315,-0.262189008,0.142203717,0.144103842,0.140323152,0.135102121,0.154122353,0.145528274,0.197544322,-0.152203965,0.13940224,0.172196073,0.197938071,0.177034357,0.299078678,0.13903367,-0.502733404,0.130890492,0.130751279,0.193578876,0.147259497,0.184453276,0.108945534,0.192606504,0.148567768,0.121268344,0.145507646,0.145500705,0.125687399,0.12707306,0.132676788,0.116695185,-0.236459478,0.148505804,0.128412942,0.138013343,0.198934667,0.090679365,-0.224566772,0.064648669,0.145568661,0.127199083,0.166869547,0.129297451,0.226622331,0.140719855,0.145024068
Deposit_GeneralMetrics_DP_Mean,PC,0,0.966606323,1,0,0.919674278,1,0.913764956,1,7.81E-07,1,1,4.92E-06,1,2.67E-06,1,4.12E-06,1,1,1.02E-05,1,1.61E-05,0.244444019,0.242181536,0.107903126,0.209940409,0.206117532,0.13940224,0.095156245,0.102205239,0.144907747,0.233912656,0.167750256,0.220690117,0.17895408,0.242064927,0.293192571,0.164764757,0.167542756,0.167542756,0.209626004,0.317816353,0.170334617,0.173166032,0.150316878,0.156340099,0.377996015,0.178910179,0.165418522,0.295147707,0.568713413,0.170647561,0.337312311,0.168636022,0.198838282,0.140432028,0.294182585,0.346771178,0.296961372,0.231265956,0.210079647,0.208358688,0.209940409,0.488926748,0.374257519,0.273219903,0.201817174,0.206302707,0.342698828,0.232467127,0.245812664,0.188510811,0.294265701,0.148246153,0.188799115,0.203725862,0.219444674,0.201306197,0.228535672,0.337616116,0.19620171,0.188713852,0.13298969,0.191951081,0.318344623,0.45079554,0.206117532,0.243174896,0.337877202,0.203151168,0.17005672,0.302356381,0.115509606,0.25195615,0.232596061,0.177330602,0.339977637,0.165865326,0.34316265,0.229183223,0.157267082,0.136471677,0.162434659,0.368708836,0.176624818,0.662885502,0.165339528,0.277606835,0.284166365,0.197544322,-0.152203965,0.13940224,0.172196073,0.197938071,0.177034357,0.299078678,0.13903367,-0.502733404,0.130890492,0.130751279,0.193578876,0.147259497,0.184453276,0.108945534,0.192606504,0.148567768,0.121268344,0.145507646,0.145500705,0.125687399,0.12707306,0.132676788,0.116695185,-0.236459478,0.148505804,0.128412942,0.138013343,0.198934667,0.090679365,-0.224566772,0.064648669,0.145568661,0.127199083,0.166869547,0.129297451,0.226622331,0.140719855,0.145024068
Background_GeneralMetrics_Q_Mean,PC,0,0.105494659,1,0,0.052767157,1,0.087191566,1,0.000770572,1,1,0.027175725,1,0.027599786,1,0.009065223,1,1,0.046481881,1,0.050875441,2.149216306,2.185708521,2.507653365,2.152771416,2.186393162,2.268877166,0.084363557,0.079361859,0.990162615,2.165759679,2.219978792,2.122378077,2.186182211,2.161946459,2.181520328,2.168433224,2.187064901,2.187064901,2.138055875,2.099124551,2.234586537,2.160665986,2.204402501,2.346126508,2.111540666,2.217878029,2.26735224,2.095176584,1.986648447,2.203748716,2.124199749,2.206373158,2.199143013,2.238258477,2.148697383,2.136957725,2.059051452,2.141037777,2.147688291,2.127241343,2.119337712,1.819172933,2.020282888,2.13155745,2.143753132,2.152771416,2.086654263,2.171622564,2.016698751,2.190056665,2.219459298,2.419076678,2.178761345,2.05749699,2.097842023,2.250124028,2.131077211,2.191046224,2.175446707,2.212660506,2.177909432,2.230600773,2.210935797,2.059584093,2.184460452,2.2271317,2.103447915,2.207041484,2.222182078,2.186393162,2.174678038,2.185640032,2.169910425,2.225499584,2.219630247,2.218774428,2.117607431,2.107072504,2.193563585,2.192112666,2.454161336,2.173746459,2.162081042,2.198382889,2.212290103,2.11379172,2.174256499,2.129328677,6.323829686,2.287799041,2.060481854,2.047838922,2.059485393,1.462519809,2.531737987,6.361373859,2.306252912,2.364029513,2.067832677,2.215132812,2.122815316,2.416898648,2.168971247,2.268877166,2.382676832,2.247234412,2.228187404,2.358003912,2.333630237,2.232939826,2.438715546,4.39725772,2.168811447,2.305135282,2.233088687,2.035419741,2.513406959,2.915766601,2.425132836,2.261608802,2.278949711,2.140008701,2.295611414,1.907919688,2.270297024,2.233472925
Deposit_GeneralMetrics_Q_Mean,AD,0,0.780168115,1,0,0.900318737,1,0.880640816,1,4.38E-07,1,1,2.93E-05,1,2.02E-05,1,4.38E-07,1,1,2.23E-05,1,4.29E-05,1.756500969,1.746262699,2.507653365,1.872322886,1.814947683,2.268877166,0.364110045,0.355309698,0.990162615,1.762206189,2.052479188,1.819002118,2.026732097,1.732851088,1.516225113,2.056445234,2.068220313,2.068220313,1.859419567,1.412582332,2.043378389,2.033822257,2.139554902,2.120410782,1.254056829,2.009486511,2.072484652,1.507350114,0.681919558,2.067961028,1.363781919,2.059758368,1.920363172,2.24434213,1.530436257,1.37345496,1.501861867,1.786849852,1.882158994,1.872322886,1.866547396,0.843560099,1.224027267,1.605299935,1.904528115,1.951276581,1.327672695,1.940486729,1.709123718,1.954141153,1.501597193,2.143767498,1.970215095,1.88406879,1.814947683,1.895478263,1.779368887,1.403385427,1.948939719,1.956665358,2.094888509,1.945334735,1.422543685,1.007373564,1.869038361,1.73557623,1.373481313,1.891384956,2.040696469,1.464810471,2.283161812,1.67584335,1.756776993,2.013531961,1.381254196,2.086563911,1.347004932,1.773012718,2.099840984,2.258582455,1.377101917,1.241101245,2.004004881,0.59481668,2.069154823,1.567912612,1.767752718,2.129328677,6.323829686,2.287799041,2.060481854,2.047838922,2.059485393,1.462519809,2.531737987,6.361373859,2.306252912,2.364029513,2.067832677,2.215132812,2.122815316,2.416898648,2.168971247,2.268877166,2.382676832,2.247234412,2.228187404,2.358003912,2.333630237,2.232939826,2.438715546,4.39725772,2.168811447,2.305135282,2.233088687,2.035419741,2.513406959,2.915766601,2.425132836,2.261608802,2.278949711,2.140008701,2.295611414,1.907919688,2.270297024,2.233472925
Background_RetardanceMetrics_Delta_Mean,PC,0,0.737685472,1,0,0.92095184,1,0.919332569,1,0.041607001,1,0,0.988446917,1,0.98842288,0,0.06345146,1,0,0.949245423,1,0.950325128,9.93902639,10.00946928,9.919208609,9.396276146,9.154590929,7.869178174,2.664073522,3.524878142,8.091663567,9.234487072,9.836125853,8.650371061,8.350263758,10.20963223,9.043938818,9.396276146,9.673810092,9.673810092,8.867061781,10.12554067,11.08881615,11.9341145,11.93617378,8.98734474,8.701849531,9.664790001,7.19914889,8.31790146,7.907109474,8.252017575,7.86590778,7.426814047,8.431573431,9.939331898,7.313619218,9.907590764,8.347816453,8.325085401,10.35467136,11.75125574,9.48982044,8.229516396,10.22687573,10.34796142,8.701752412,16.5992073,17.24478257,20.06786315,9.523852956,10.54984633,9.932350272,7.002501431,7.852166751,8.966701194,9.154590929,8.408250765,9.604167047,9.012443976,9.91839495,8.371179152,21.19285033,10.90190201,10.41599541,9.913554333,8.391781052,7.53132022,10.31828223,8.726626731,8.523004092,7.594662567,8.681314514,9.394836411,8.821148178,9.658539487,10.35446018,12.75724857,10.40164073,9.029721512,8.131920378,9.161678557,26.16896631,9.512832527,7.308762318,8.36086779,13.5750453,8.150565635,9.093328863,9.297440165,44.01727022,3.955650969,4.202281515,7.411554179,7.602873126,35.58718495,10.71625841,22.20006662,8.384697937,6.540298719,4.710770146,8.301572829,3.100821596,6.901338713,17.67752528,5.946655918,4.737773474,9.941290221,5.145607192,5.104180892,6.747059047,10.15466364,7.869178174,9.565247782,6.081805025,5.908228707,5.415135949,8.583856441,6.565973141,18.07146771,10.50177875,5.036463628,11.95669982,9.327553115,8.771281203,9.381144445,6.756843918,8.671642188
Deposit_RetardanceMetrics_Delta_Mean,AD,0,0.32864349,1,0,0.287367012,1,0.274736193,1,5.38E-06,1,1,9.49E-11,1,2.54E-08,1,6.30E-07,1,1,1.48E-10,1,1.07E-08,26.20835847,29.27099696,9.919208609,24.10049805,27.22388152,7.869178174,10.8625914,14.16562931,8.091663567,42.95368813,16.0161945,20.10276208,13.51865531,35.40319247,26.88065512,12.22255845,20.97836958,20.97836958,23.25836314,28.16814676,32.45128951,27.45782876,24.10049805,21.18381052,39.21485501,23.07491121,21.39289261,21.02063158,20.10112163,17.00730231,36.31100057,22.20071956,14.02793467,10.94489177,29.71870345,55.79572707,26.88409555,17.21593862,13.54178596,33.13547531,27.78541914,30.84460853,39.49483597,58.0114432,11.57472566,28.23061886,30.84808631,28.07387374,22.70996933,24.82415611,33.45407537,15.88250618,13.91372743,21.77731931,27.22388152,25.70541925,31.09431294,27.12787819,32.33270806,25.10718367,37.53290697,20.47408803,31.89150659,30.34559419,12.8271567,41.21504085,35.75695528,9.549825991,16.20877794,25.87123638,11.85792957,46.52744609,33.82535204,35.86502462,39.21660101,25.74280071,56.60497843,9.494044721,16.13891077,8.654306114,69.7176279,64.94889471,18.47447748,38.38938099,29.63910814,44.14265034,29.50312139,9.297440165,44.01727022,3.955650969,4.202281515,7.411554179,7.602873126,35.58718495,10.71625841,22.20006662,8.384697937,6.540298719,4.710770146,8.301572829,3.100821596,6.901338713,17.67752528,5.946655918,4.737773474,9.941290221,5.145607192,5.104180892,6.747059047,10.15466364,7.869178174,9.565247782,6.081805025,5.908228707,5.415135949,8.583856441,6.565973141,18.07146771,10.50177875,5.036463628,11.95669982,9.327553115,8.771281203,9.381144445,6.756843918,8.671642188
Background_RetardanceMetrics_Psi_Mean,AD,1,0.025562158,1,0,0.672414025,1,0.6943382,1,1.94E-07,1,1,3.16E-20,1,2.83E-15,1,2.61E-07,1,1,7.78E-17,1,4.38E-14,-0.231186169,-0.500182585,9.295159725,-0.392839978,-0.985336485,10.27881426,1.650369361,3.596947501,4.439400837,-2.629803258,-1.637724065,0.195143071,-0.917905091,-0.399077422,-0.647492021,-0.068919159,0.068234375,0.068234375,-1.977909372,-1.160707572,-1.19946972,-1.101710556,-1.484443455,-1.117211337,-0.363129673,0.000365832,-1.010043421,0.178311234,-1.201117442,0.509917512,0.219937384,-0.828023817,0.111547812,-0.392839978,-1.467654072,-0.251641834,-0.446463036,-0.929459216,0.83709526,0.185243915,-0.643984484,-2.117852275,0.065236954,-0.093397833,-0.371180666,2.969611182,2.657148385,7.376872895,-0.144051539,-0.534969805,-1.516493261,0.638608945,-0.375115967,-1.899294424,-4.150496729,-1.196844843,-2.26155389,-0.705084787,-0.634044334,-2.063506167,-0.277150148,-0.985336485,-1.100555418,-0.524260192,-1.159560916,-1.743275536,-1.322536981,-0.797901999,-0.951835545,-0.855118094,-0.832797026,-0.880555795,-2.086128812,-0.618410126,-2.415128243,1.770338613,-1.995718509,-1.239445454,-0.273535044,-1.080652255,20.65311772,-1.060584889,-1.017149182,-0.772912444,-1.392113318,-1.114106457,-0.590961462,6.98710465,3.078382425,12.25229843,11.14770521,12.72904717,8.545227342,1.658095735,11.55097625,-9.970464727,9.971900813,10.26601063,4.127988216,6.745901685,7.366480275,10.27881426,5.092199526,11.41109822,13.18366004,11.95834245,13.97340188,11.97983225,14.6212025,11.74140073,14.41430739,3.905070642,8.871735126,11.2735727,8.88143963,8.704093414,10.8546181,8.983847049,14.13309314,11.3609211,10.48232243,10.15511608,11.39913102,8.831337149,10.62048668,8.943531697
Deposit_RetardanceMetrics_Psi_Mean,AD,0,0.108532375,1,1,0.031057279,1,0.058782436,1,1.67E-07,1,1,6.36E-21,1,8.46E-16,1,8.38E-08,1,1,2.49E-22,1,5.23E-17,-0.811991782,-1.943419762,9.295159725,-0.86978419,-1.459810811,10.27881426,2.009256669,2.510937412,4.439400837,-4.790511456,-1.860797441,-0.013094895,-1.339127046,-1.920169082,-3.785347501,-0.86978419,0.253258652,0.253258652,-2.48450956,-2.118226656,-1.330938917,-1.689420703,-1.739150094,-1.400217995,-3.677055177,0.188306939,-0.993178009,-0.738683312,-0.278229674,0.384712382,-0.701336241,-1.045754297,0.117209318,-0.283528974,-3.178163225,-2.486076972,-0.156768952,0.447398045,1.197216881,-0.609341731,-0.161494153,-3.800381759,-1.615961224,-0.51085112,-1.059055016,3.04561098,2.609997046,6.472506959,-0.137065476,-0.025102305,-7.251315621,0.079526134,-0.267177331,-1.230991103,-3.569630184,-1.957806911,-2.959328562,-2.157188161,-0.348407304,-2.676577905,-0.109483182,-1.056364979,-2.86697828,-2.294611631,-1.520218004,-1.033680397,-2.479013717,-0.916045632,-1.103958724,2.449016978,-0.517947372,-5.226581486,-4.219897199,-1.019804432,-4.196902969,1.877028615,-9.113958742,-1.276936273,-0.403080224,-1.059804655,3.298829194,-7.951018886,-1.459810811,-2.490300986,-1.571415779,-3.338337167,-3.691029261,6.98710465,3.078382425,12.25229843,11.14770521,12.72904717,8.545227342,1.658095735,11.55097625,-9.970464727,9.971900813,10.26601063,4.127988216,6.745901685,7.366480275,10.27881426,5.092199526,11.41109822,13.18366004,11.95834245,13.97340188,11.97983225,14.6212025,11.74140073,14.41430739,3.905070642,8.871735126,11.2735727,8.88143963,8.704093414,10.8546181,8.983847049,14.13309314,11.3609211,10.48232243,10.15511608,11.39913102,8.831337149,10.62048668,8.943531697
Background_RetardanceMetrics_Theta_Mean,PC,1,0.03889087,1,0,0.102618591,1,0.106030338,1,1.11E-06,1,1,2.02E-10,1,1.83E-08,1,1.03E-05,1,1,2.44E-06,1,2.18E-06,115.2823677,111.6603494,93.47799369,115.2785711,113.4084173,91.16478349,4.228814526,13.02100436,18.07062372,112.9549771,104.2776666,114.202808,111.4246787,119.3696581,112.0780439,113.378611,116.8385489,116.8385489,123.2840598,105.3278668,115.9769329,116.8477256,124.8273294,107.1336833,118.6061573,115.2785711,114.1633467,119.0705606,117.4116732,114.4244846,119.1476233,122.504623,114.3072181,112.8492796,111.6958597,114.4310427,114.0572144,116.3475078,117.6032501,119.248567,114.1422425,116.0600592,114.8099861,117.6489331,117.2676844,115.7624691,113.6073462,110.8055021,115.5026532,112.3966934,111.9843558,98.98929415,108.065192,116.4242419,125.9368084,112.6632614,114.9533529,110.8649793,108.3482372,114.7215519,110.8702927,113.6031272,115.3446269,115.3225593,106.6917435,111.754178,120.3568966,116.9325575,111.8584043,113.2804718,113.6748669,115.3753133,121.6438634,115.5274686,110.6406769,108.7531394,112.7907553,113.9831369,118.6285236,112.7691989,37.05397514,115.9587187,113.1322806,115.4636566,117.0969584,111.9871991,113.4084173,60.37647107,91.4272644,112.4387158,83.93509988,84.13200759,98.71789543,118.2656385,105.9839754,109.5221725,85.50682066,93.79599783,109.6115556,98.20828303,71.87755615,90.46213341,45.97003644,89.27494196,95.46654438,90.23715243,75.71874486,81.98808189,86.43147508,86.2903544,89.96574211,162.7389492,88.94749565,84.72782878,95.4501567,103.6824008,97.47376093,123.7173756,91.16478349,87.0736468,96.98393141,91.67914592,94.77464446,90.51943717,87.3066502,93.79688611
Deposit_RetardanceMetrics_Theta_Mean,PC,0,0.485333618,1,0,0.500408115,1,0.527123112,0,0.158700733,1,0,0.238164488,1,0.252365157,0,0.695989472,1,0,0.759476912,1,0.739428593,101.1617119,95.52359744,93.47799369,110.4421302,103.2829648,91.16478349,36.08772718,37.44227767,18.07062372,117.7984923,73.72338659,58.41375155,68.21308168,110.4421302,69.09250608,6.373538934,143.7818445,143.7818445,140.4184945,83.31238571,130.3888496,134.5684014,137.3461372,25.51841779,99.56745479,134.6900787,161.3349451,86.11177429,113.9920955,74.80593298,58.1656015,143.2421989,77.85064227,119.8657377,74.55055443,113.3570156,133.9123704,44.29066078,89.11316927,121.6992856,140.4201009,130.2002535,91.42838378,116.3625007,72.85394235,129.3832652,97.27650196,77.65903357,100.3915113,98.31282865,137.5509177,121.7374671,36.58206592,50.72823394,123.2676604,115.2187535,42.69238925,83.57688433,103.2829648,145.9285797,120.4931685,103.5307042,82.94970303,104.2503206,53.14937273,125.9268146,137.576992,71.54324901,52.79673238,130.2239473,109.2622188,145.3961906,144.1238009,136.5607173,48.03352912,88.77459036,73.17097205,61.32660291,71.21106432,113.0858569,43.14470315,144.7754881,27.53360335,92.16609287,122.3059005,21.87828134,140.9594268,60.37647107,91.4272644,112.4387158,83.93509988,84.13200759,98.71789543,118.2656385,105.9839754,109.5221725,85.50682066,93.79599783,109.6115556,98.20828303,71.87755615,90.46213341,45.97003644,89.27494196,95.46654438,90.23715243,75.71874486,81.98808189,86.43147508,86.2903544,89.96574211,162.7389492,88.94749565,84.72782878,95.4501567,103.6824008,97.47376093,123.7173756,91.16478349,87.0736468,96.98393141,91.67914592,94.77464446,90.51943717,87.3066502,93.79688611
Background_Polarizance_45_Mean,AD,1,0.002242031,1,1,0.009275906,1,0.010234132,0,0.769480146,1,0,0.867884268,1,0.877492356,0,0.335600291,1,0,0.298236668,1,0.298349551,0.096803431,0.075408125,0.093664038,0.091869652,0.077955689,0.094469974,0.04718935,0.016665609,0.107565761,0.039814356,0.047096644,0.077027897,0.075810236,0.09545995,0.087046363,0.064908706,0.067152175,0.067152175,0.06018986,0.065758778,0.099240919,0.082474402,0.076002476,0.095788107,0.097902898,0.09594212,0.081692011,0.099522508,0.091869652,0.110279199,0.098556695,0.079732565,0.102418312,0.075538984,0.078564699,0.096340564,0.106510575,0.109159493,0.117705809,0.105342598,0.090292197,0.070771401,0.10580654,0.094393248,0.072446171,0.209654492,0.159383606,0.324584422,0.103536033,0.094961954,0.082386637,0.082071422,0.087885507,0.090767223,0.070743598,0.061765281,0.096488333,0.102436783,0.058004874,0.066701594,0.053366473,0.080984147,0.066762145,0.08813209,0.069280522,0.072043672,0.075529472,0.074660437,0.080476969,0.078140074,0.085535441,0.068666317,0.077955689,0.073259582,0.024398351,0.077238579,0.085332599,0.060479105,0.078790999,0.075630339,0.025363451,0.089466004,0.066314652,0.078929969,0.083954344,0.063404546,0.089071683,0.040678024,0.549691931,0.172647131,0.094469974,0.113526954,0.149675196,0.202588413,0.131073793,0.234029752,0.021236854,0.134659288,0.082188374,0.022610749,0.072448791,0.100439356,0.06205016,0.119346815,0.153275372,0.10966278,0.119127911,0.136270835,0.131823788,0.033108932,0.208777454,-0.185420306,0.012706299,0.083042941,-0.029804471,-0.015003351,0.0752622,0.012750643,0.137889952,0.133982513,0.021131394,-0.006568267,0.032353048,0.043190348,0.106638351,0.035337578
