Row,middle_median,ADvPC_h_paired,ADvPC_p_paired,ADvPC_normal_paired,ADvPC_h_unpaired,ADvPC_p_unpaired,ADvPC_normal_unpaired,ADvPC_p_ANOVA,ADvC_h_paired,ADvC_p_paired,ADvC_normal_paired,ADvC_h_unpaired,ADvC_p_unpaired,ADvC_normal_unpaired,ADvC_p_ANOVA,PCvC_h_paired,PCvC_p_paired,PCvC_normal_paired,PCvC_h_unpaired,PCvC_p_unpaired,PCvC_normal_unpaired,PCvC_p_ANOVA,AD_mean,PC_mean,C_mean,AD_median,PC_median,C_median,AD_std,PC_std,C_std,AD_values_ 1,AD_values_ 2,AD_values_ 3,AD_values_ 4,AD_values_ 5,AD_values_ 6,AD_values_ 7,AD_values_ 8,AD_values_ 9,AD_values_10,AD_values_11,AD_values_12,AD_values_13,AD_values_14,AD_values_15,AD_values_16,AD_values_17,AD_values_18,AD_values_19,AD_values_20,AD_values_21,AD_values_22,AD_values_23,AD_values_24,AD_values_25,AD_values_26,AD_values_27,AD_values_28,AD_values_29,AD_values_30,AD_values_31,AD_values_32,AD_values_33,AD_values_34,AD_values_35,AD_values_36,AD_values_37,AD_values_38,AD_values_39,PC_values_ 1,PC_values_ 2,PC_values_ 3,PC_values_ 4,PC_values_ 5,PC_values_ 6,PC_values_ 7,PC_values_ 8,PC_values_ 9,PC_values_10,PC_values_11,PC_values_12,PC_values_13,PC_values_14,PC_values_15,PC_values_16,PC_values_17,PC_values_18,PC_values_19,PC_values_20,PC_values_21,PC_values_22,PC_values_23,PC_values_24,PC_values_25,PC_values_26,PC_values_27,PC_values_28,PC_values_29,PC_values_30,PC_values_31,PC_values_32,PC_values_33,PC_values_34,PC_values_35,PC_values_36,PC_values_37,PC_values_38,PC_values_39,C_values_ 1,C_values_ 2,C_values_ 3,C_values_ 4,C_values_ 5,C_values_ 6,C_values_ 7,C_values_ 8,C_values_ 9,C_values_10,C_values_11,C_values_12,C_values_13,C_values_14,C_values_15,C_values_16,C_values_17,C_values_18,C_values_19,C_values_20,C_values_21,C_values_22,C_values_23,C_values_24,C_values_25,C_values_26,C_values_27,C_values_28,C_values_29,C_values_30,C_values_31,C_values_32,C_values_33,C_values_34,C_values_35,C_values_36,C_values_37,C_values_38,C_values_39
DepositSize,AD,0,0.769480145625504,1,0,0.486440361667578,1,0.468574634211942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70018.9487179487,84320.4102564103,NaN,45430,43588,NaN,76376.473194147,102341.954415916,NaN,133073,24770,3377,30,191002,45430,2,2096,2096,21955,105943,48218,78686,73947,107921,70117,3613,32678,67534,88491,119459,177571,42673,12218,235,85805,93510,29578,18043,6056,70031,19122,282410,229600,281881,5980,5007,18086,132495,31707,24863,12800,12104,270902,94109,76414,17283,77362,99961,2034,47755,350119,1634,31990,78067,6130,109243,88251,5551,43588,24457,217,120275,237092,62777,157740,5870,450634,1082,22799,278,220375,119264,24084,99021,189332,31716,39616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Background_Diattenuation_45_Mean,AD,1,0.0255621582698078,1,0,0.43854316363839,1,0.44240942057245,1,1.61715389179778e-05,1,1,2.93548963674965e-08,1,2.84226620511884e-07,1,0.000229494607944128,1,1,8.08586892056227e-05,1,0.000137060912920488,0.0868586462325318,0.0725119270671763,-0.0438488788600607,0.0854248645257545,0.0980705987173904,-0.0818406801763483,0.0116225576976013,0.114461018815196,0.131564104440239,0.0885326655518296,0.0842640290684456,0.0788847987456036,0.0666558636535419,0.0854248645257545,0.114473028322066,0.0902517243694426,0.0797416058678568,0.0797416058678568,0.0829761898270178,0.0779556499058903,0.113633480432571,0.0915366515944454,0.1021007589822,0.112069869459043,0.0864515862947927,0.0856548365695595,0.0790515713900971,0.0747306550340058,0.0936992758724121,0.0739178603822587,0.0799601797980917,0.0866638504735362,0.0766354134341672,0.0871646500271489,0.0848551479813108,0.0669316475743099,0.0942603380905193,0.0787440688952925,0.105083497968822,0.0950712632705395,0.0826922696938595,0.0884203357285212,0.0921342839478639,0.0831384187574376,0.0684932878325007,0.094422165635322,0.0837147435060266,0.0973530687367809,0.090317271950921,0.0994889769167135,0.0990242012707969,0.120665276676683,0.0781107773041951,0.100853442167621,0.116377278067509,0.0809020882176848,0.11560310964505,0.0807907015189107,0.0264820744134782,0.0920564585795947,-0.172939108109129,0.0990436708931575,0.112422316183971,0.0980705987173904,0.0997549825547196,0.0906897947416637,0.097041052314455,0.0864882841904698,0.100253142963908,0.08008625089502,0.125298903061622,0.0979920432258707,0.114332174487158,0.0897639192685434,0.107448129920148,0.0870643744884746,0.0991959049707049,0.097520286063791,0.101568203171085,0.0937506296070484,-0.565309445041774,0.107434981357967,0.099865974438231,0.0845583641560946,0.101047237116713,0.104627118682858,0.090223714570558,-0.0502829354642079,0.330538291788679,-0.0145957867964366,-0.090689150555784,-0.0178641569712205,0.0206566797635424,0.210619244745965,0.0681038432420065,0.459241998838456,-0.0913654166024112,-0.0900533347927079,0.0692299040472804,-0.0435609799096095,0.00712121375635999,-0.0702782696282248,-0.0876439226627578,-0.0974899913530395,-0.061181439427236,-0.0627138545163924,-0.128229582899458,-0.0855106784441513,-0.103148881371338,-0.087264403404578,-0.102588316797346,-0.327610948624557,-0.0818406801763483,-0.0973590060923922,-0.109407451990163,-0.0828054876325988,-0.0833538387194119,-0.110164328751618,-0.220646735639703,-0.058082210401271,-0.103362990330243,-0.0762025012321026,-0.0840114609468052,-0.0475171281823894,-0.0781745939832563,-0.0306169874248985
Deposit_Diattenuation_45_Mean,AD,0,0.68570176231675,1,0,0.331435301199266,1,0.318035860225223,1,1.61715389179778e-05,1,1,4.78817670309128e-07,1,1.68959744240026e-06,1,0.000301108516091285,1,1,8.59799191241996e-05,1,0.000156762508905235,0.0735829297259076,0.0599893144478661,-0.0438488788600607,0.0734122511971144,0.0797949304701032,-0.0818406801763483,0.020806899438632,0.0843191041342886,0.131564104440239,0.0790978826476301,0.0816779988125286,0.0701086281892643,0.0391391067362319,0.0655819339763722,0.0770045237393515,0.105652226984015,0.082641750902611,0.082641750902611,0.0867083147777411,0.0435188045397539,0.102369927203,0.090897269419777,0.10020581930417,0.106026456822197,0.04831418300643,0.0902009011018176,0.071659195167292,0.0620918670089807,0.0485411796811382,0.0625928089458335,0.0435901305689297,0.0901712550114698,0.066050413392239,0.119506704341513,0.0508250445465912,0.0578862878763192,0.083820761683674,0.0629714746506868,0.0960607555201271,0.0921731077514684,0.0734122511971144,0.0536328907046902,0.0425530103486675,0.0648265389342697,0.055004794929621,0.0961326982489576,0.0480460495452874,0.0763975601900258,0.0745310765262381,0.0929576437505664,0.0777152245757906,0.12136464963666,0.0752312033271928,0.0848807739070577,0.102356825413026,0.0589880031666703,0.0879598897083397,0.0384938337522811,0.0175354897446376,0.0821751735822972,-0.169361525393535,0.0835132955614541,0.0727982550454161,0.0636612955169472,0.0948730601681051,0.0595325590467803,0.0748282819960412,0.0858395563910494,0.0918289817040953,0.0644973047167828,0.114471473571374,0.0914310383915128,0.105400855861331,0.0902335778078696,0.0698073517040989,0.072413869866954,0.0474376823204761,0.0858575815411369,0.101808053462517,0.100226310306957,-0.370048888508992,0.0698341158323362,0.0947481999811818,0.0450553627536764,0.0959551813598073,0.0797949304701032,0.0089557149005439,-0.0502829354642079,0.330538291788679,-0.0145957867964366,-0.090689150555784,-0.0178641569712205,0.0206566797635424,0.210619244745965,0.0681038432420065,0.459241998838456,-0.0913654166024112,-0.0900533347927079,0.0692299040472804,-0.0435609799096095,0.00712121375635999,-0.0702782696282248,-0.0876439226627578,-0.0974899913530395,-0.061181439427236,-0.0627138545163924,-0.128229582899458,-0.0855106784441513,-0.103148881371338,-0.087264403404578,-0.102588316797346,-0.327610948624557,-0.0818406801763483,-0.0973590060923922,-0.109407451990163,-0.0828054876325988,-0.0833538387194119,-0.110164328751618,-0.220646735639703,-0.058082210401271,-0.103362990330243,-0.0762025012321026,-0.0840114609468052,-0.0475171281823894,-0.0781745939832563,-0.0306169874248985
Background_Diattenuation_Circ_Mean,AD,1,0.0246557105472972,1,0,0.986356863133297,1,0.985428584275472,1,0.0237772417304663,1,0,0.173497886250993,1,0.17458782893631,1,0.0327516436902492,1,0,0.213355290468878,1,0.200950176886349,-0.013514848504304,-0.0135700808261379,-0.00477232921410212,-0.0130178655379499,-0.0178483563752814,-0.00185514315082777,0.00576434596431829,0.0192607929062585,0.0393171282913053,-0.0170865188617488,-0.0239273336567957,-0.00909980079147301,-0.0143856644450406,3.46248450910271e-05,-0.00887104709833138,-0.0140073462563614,-0.0129559578808887,-0.0129559578808887,-0.00753169229679405,-0.0112972561828627,-0.0130603945204591,-0.00747277364883166,-0.0108678398994758,-0.0159699567894847,-0.0177111215362562,-0.0112614682065378,-0.0175952599941427,-0.0133217998003349,-0.013628575512974,-0.0220894777706195,-0.0152865475442745,-0.0130178655379499,-0.0168247494877307,-0.0108272694425393,-0.0165560562917273,-0.0111521615618348,-0.0115205932633266,-0.00941907983497412,-0.0148867919787644,-0.0123884427963772,-0.00728853242827466,-0.00724411049451403,-0.0189049697060858,-0.00876003804313884,-0.00552806854544007,-0.018712227261828,-0.0207113361588874,-0.0329876331049763,-0.0169738722381001,-0.019310712683017,-0.0240492932078682,-0.0237767667790247,-0.0154598040722532,-0.0177004086299775,-0.0187642363506553,-0.0154575204516653,-0.0195798380960659,-0.0164288114892186,-0.0167174061640593,0.00453992432173373,0.049361705772131,-0.014825681685972,-0.0132143076311072,-0.0196779914304057,-0.0173877899336245,-0.0178483563752814,-0.0131501943723796,-0.0118942424712014,-0.0195778368627276,-0.0163803961467615,-0.0252547503585585,-0.0178720039853353,-0.0201073486360003,-0.0147668464882309,-0.0229073595029281,-0.0184443020333326,-0.024679001512876,-0.0208540983014852,-0.0196246912356271,-0.0219149519862542,0.0788239328076319,-0.0153729517045038,-0.0121998780661665,-0.021242607706496,-0.0236810636439114,-0.0178921313294015,-0.0169692615584001,0.0618332206567015,-0.0521336613356782,-0.0419449295374902,-0.046299421663309,0.0204142071168063,-0.00185514315082777,0.00380147534617976,-0.0193236838987575,-0.147906575169813,-0.00558141797248095,0.0264326450084058,0.0117973129655536,-0.0120367690098265,0.00124141300764286,0.00490230742547453,-0.000865559662767185,0.0161327965106615,0.0486633771878352,-0.00218310211829306,0.0169377685603204,0.0099005560717807,0.00890040739038853,-0.0135785834844948,0.0205383973416656,-0.0676716197305244,-0.0180461775928854,0.00467284071970296,-0.0243496634104964,0.0598508366396311,-0.00319730712337286,-0.0904157035507454,0.0610904277413975,0.0149579802279487,-0.00526207697729188,-0.00319442823969027,-0.0131077423602296,-0.0144527695468465,0.00902979780583315,-0.00381227153809186
Deposit_Diattenuation_Circ_Mean,AD,0,0.586272945039598,1,0,0.288256832883106,1,0.290560822978812,0,0.426360576280238,1,0,0.727022938873408,1,0.725555452064848,0,0.845103323404058,1,0,0.543674182787951,1,0.530827833342914,-0.00731159073234385,0.000852860051922846,-0.00477232921410212,-0.00236116459344092,-0.0091785154505763,-0.00185514315082777,0.0224165150389036,0.0420777544468957,0.0393171282913053,-0.0193878955697521,-0.0249031199590418,-0.0241100231266626,0.020668726723851,0.0326213639246687,-0.0297044381346884,0.0157081212865431,0.0107123776765909,0.0107123776765909,0.00985514469518362,-0.0299005171010414,0.00294620439042406,0.0107142414160064,0.00222234206578274,0.00091620200133286,0.006615012951145,0.000179443539335193,0.0168297000248548,0.00642723922297525,-0.017507111348271,-0.0446819954851596,0.0124767053139884,0.0065571012240386,-0.0336761759331501,-0.00236116459344092,-0.0441407749538345,-0.0170626421632068,0.00605840394293433,-0.0103558217824856,-0.00282215656656564,-0.0161083457667402,0.037520737538482,0.0109679320876203,-0.0462463893205213,-0.0255758539865815,-0.0161599328631908,-0.0082964273908956,-0.0442921204807431,-0.0485685097377854,-0.0162912480510975,-0.0368741876049503,0.0105932810636146,-0.0146519563970294,-0.00958361819397739,0.0204391380979712,-0.0107353186111474,0.0289007551022807,-0.00727819950363084,-0.0356434264741267,-0.0457783448045069,0.0389921806862262,0.0534887148356786,-0.0203110760939472,-0.0206097674353823,-0.0091785154505763,0.0138282824034125,0.0396252438485702,-0.0362133596803712,-0.0207140698772123,-0.0236154074221692,-0.0114703127804862,-0.0329422568139365,0.0278900790860591,0.00184221216737337,0.00760696563904086,0.000100728760269942,-0.0418519935584946,-0.0478823934202346,-0.0192290983197804,-0.00606170742097778,-0.00815198324533398,0.202272249469555,0.0242725918814968,0.014431081713621,-0.0156398080903829,-0.0236873096873884,0.03457148087333,0.0288019153336315,0.0618332206567015,-0.0521336613356782,-0.0419449295374902,-0.046299421663309,0.0204142071168063,-0.00185514315082777,0.00380147534617976,-0.0193236838987575,-0.147906575169813,-0.00558141797248095,0.0264326450084058,0.0117973129655536,-0.0120367690098265,0.00124141300764286,0.00490230742547453,-0.000865559662767185,0.0161327965106615,0.0486633771878352,-0.00218310211829306,0.0169377685603204,0.0099005560717807,0.00890040739038853,-0.0135785834844948,0.0205383973416656,-0.0676716197305244,-0.0180461775928854,0.00467284071970296,-0.0243496634104964,0.0598508366396311,-0.00319730712337286,-0.0904157035507454,0.0610904277413975,0.0149579802279487,-0.00526207697729188,-0.00319442823969027,-0.0131077423602296,-0.0144527695468465,0.00902979780583315,-0.00381227153809186
Background_Diattenuation_Full_Mean,PC,1,0.00572570484922062,1,0,0.0744987967969045,1,0.076688695856197,1,3.36773817293862e-06,1,1,0.000306325830623329,1,0.000470740597498617,1,0.00422607428397409,1,0,0.0733418211078379,1,0.0878194439445876,0.10021187636495,0.122774249556832,0.158510918651667,0.100758752028768,0.109422687013723,0.129041179281814,0.0105820922972418,0.0771930176509632,0.0956406475345553,0.105283918729821,0.105934120005103,0.093014945334359,0.0843182468592284,0.108292046216711,0.131930595696761,0.096406490162065,0.0958112223717581,0.0958112223717581,0.091886724336644,0.0875985442921153,0.121792929118803,0.0983677012667886,0.104790547969865,0.120405295901888,0.103976787038314,0.0958396808376964,0.105263815846472,0.0838085161847055,0.101859823300291,0.0898689882268522,0.0956319908835655,0.099153351750243,0.0957264077654888,0.101112615920089,0.103018831690819,0.0831132867244302,0.100758752028768,0.091970533521993,0.112915612889056,0.108831461835528,0.0913789764419911,0.104458852382017,0.108920559033033,0.0948542884405027,0.0827305712427255,0.102347470967274,0.102466986401902,0.106610466245632,0.104670447646547,0.108642228078586,0.109422687013723,0.124733647361778,0.09177681275255,0.1154322087638,0.121720744973971,0.121060144097891,0.122967228794341,0.0942029125002745,0.0504790224484032,0.0953366942319088,0.201304808103763,0.108270298210707,0.123574775880183,0.109442138771742,0.103430687381999,0.0949989217293501,0.150896323000796,0.0975283092219499,0.111022872356884,0.0985617005808369,0.135720798526459,0.109078037082016,0.125169014028579,0.0998171620125478,0.119721199208897,0.0956405131431965,0.107057699249406,0.101326398045082,0.111025940601092,0.106189262906879,0.57404078970236,0.113282803760111,0.109878774350298,0.099752028806459,0.11305935972307,0.110000528768833,0.0979598088991933,0.129961945695433,0.337041274537239,0.0821958348675243,0.107977979458879,0.170562023584157,0.157710858367071,0.216903360242885,0.10423052726377,0.491521342558703,0.13177844497839,0.102469606171025,0.162120955123374,0.11025419234898,0.145966003717026,0.108474245501058,0.104976396426333,0.108957556038373,0.106226882474624,0.11450515562757,0.153268612095492,0.0967663586845737,0.142805243709145,0.161499870504386,0.129041179281814,0.335118556291289,0.146566723537318,0.128170838660311,0.160619546766132,0.105757023567335,0.0901271638661794,0.475876369143054,0.247586253903797,0.100005017488273,0.159149448155713,0.124584265194409,0.137587169829274,0.121644614862414,0.0905673707050957,0.0813496161865991
Deposit_Diattenuation_Full_Mean,PC,0,0.0507367408002554,1,1,0.0423562764368507,1,0.0472459058246459,1,5.06591900563897e-07,1,1,9.19854760732034e-05,1,7.0779157985277e-05,1,0.00282311252558826,1,1,0.0401004548296804,1,0.0497480011046497,0.094037851331745,0.118539413505411,0.158510918651667,0.0927343121307602,0.101542227466727,0.129041179281814,0.0188019998941899,0.071681362333816,0.0956406475345553,0.10629270457274,0.0977012458171535,0.0767386546115313,0.0680330247592213,0.0974747942862266,0.102781029593523,0.110238044927447,0.0919765451617215,0.0919765451617215,0.0925495263132,0.0675701220871638,0.111500944413958,0.0985842618820291,0.102193620008817,0.124755845026743,0.0770113163126854,0.0968317475365637,0.0952694370338587,0.0709096373386232,0.0628846516428823,0.0905567424207851,0.074491415094404,0.0999793115876021,0.0893563503801841,0.173758590240362,0.0955413984922159,0.0927343121307602,0.0927095393157271,0.0757050527130365,0.103435125845015,0.111667346085115,0.0881330000276241,0.0901003936975971,0.086099774460641,0.0965205484666729,0.0766325598581472,0.103288180210954,0.0881531277125066,0.0953397347108979,0.0938208595923648,0.107572890163039,0.092537989380504,0.126034096358734,0.0857539226364701,0.102523938884761,0.113487842270091,0.101542227466727,0.10601689625193,0.0725497150042671,0.06253487746153,0.0954145524948811,0.1982184509897,0.0967066809316662,0.0956601496068925,0.0770988297546529,0.103852896509236,0.0807862623923022,0.295007821254568,0.0935630510918547,0.101919411551636,0.0813644099277753,0.226779784591478,0.102827461671164,0.113267796505282,0.0955048396453235,0.0884826695820793,0.0928121232822248,0.091311301330144,0.107956645815756,0.108431645916769,0.157757539556614,0.465908758671409,0.0897140856282428,0.10301375707066,0.0622990811292697,0.1106118303506,0.0967334952197605,0.125656538768653,0.129961945695433,0.337041274537239,0.0821958348675243,0.107977979458879,0.170562023584157,0.157710858367071,0.216903360242885,0.10423052726377,0.491521342558703,0.13177844497839,0.102469606171025,0.162120955123374,0.11025419234898,0.145966003717026,0.108474245501058,0.104976396426333,0.108957556038373,0.106226882474624,0.11450515562757,0.153268612095492,0.0967663586845737,0.142805243709145,0.161499870504386,0.129041179281814,0.335118556291289,0.146566723537318,0.128170838660311,0.160619546766132,0.105757023567335,0.0901271638661794,0.475876369143054,0.247586253903797,0.100005017488273,0.159149448155713,0.124584265194409,0.137587169829274,0.121644614862414,0.0905673707050957,0.0813496161865991
Background_Diattenuation_Horz_Mean,AD,0,0.219432021421616,1,0,0.823867050147455,1,0.837107134093802,1,0.00323472179017137,1,0,0.196063611041261,1,0.207236137720244,1,0.00126588092790671,1,0,0.178753791245108,1,0.17289841907198,0.0390702547122535,0.0380232084843596,0.0601679209740664,0.0426085734727107,0.0384117250363373,0.080078215628254,0.0184031392192177,0.0227696471233886,0.0993243611468793,0.050863888374864,0.0563636731725416,0.043818142041554,0.0460059863985384,0.0434343168853119,0.0617974245927865,0.0261228500485616,0.0484819978012656,0.0484819978012656,0.0343225299270132,0.0327090515706124,0.0355993062758784,0.0306167182584425,0.010314207003392,0.0341723080664188,0.0508289451331483,0.0375322864887531,0.064800312174183,0.0311243037767508,0.0330031298239628,0.0425567110685098,0.0470146433833423,0.0431519578221288,0.0520646308329921,0.0468313136253973,0.0528322603745522,0.0440145439430618,0.0276935393385494,0.0426085734727107,0.0348632998189894,0.047367808012564,0.0331352224440943,-0.0509251198114374,0.0516011216144045,0.0411548312153578,0.0419757324034863,0.0302929014128381,0.0522411874819787,0.0228713997091211,0.0473338925351387,0.0343675133607117,0.035917012660221,-0.0143235059036436,0.042282844347752,0.0373707868653318,0.025959062997046,0.0875068442021668,0.0340810775629218,0.0425799752980362,0.026649190432086,0.0162522130891392,0.0877426016267519,0.0384117250363373,0.0466213876501719,0.034757078390534,-0.0146425816857439,0.0113307423921076,0.111032316959231,0.0404831333957583,0.0402713098541917,0.048815648003575,0.0441300825487108,0.0416828181077847,0.044076717312742,0.0381803620618662,0.0442714273819151,0.0317104162938806,0.0279229625870767,0.01107054092598,0.0376774558859029,0.0419521495118743,0.0577340076564437,0.0293547168811981,0.0417436132558865,0.0457351242218422,0.0409900182502197,0.025797954153339,0.0180744947835373,0.100365980895322,0.0353151365331704,0.0662680523906054,0.0329834967600404,0.167045088163385,0.155472613734147,-0.0505565716650361,0.0343487784550059,-0.0921591984032926,0.0920058224361148,0.0384953811745135,0.14506435078194,0.0992835302490407,0.144742812301437,0.0810554622256961,0.0555151249407782,0.0425537430504209,0.0690896653540383,0.093327298908575,0.080362432929388,0.0401552486472729,0.0970558276748432,0.133616313951616,0.0732723235987539,-0.00968575230446443,0.118742402469223,0.080078215628254,0.11268245847257,0.0216248017392362,0.0296309099704854,-0.453029002267702,0.0894494706435297,0.0767787438533265,0.119218527144379,0.0963419770175507,0.106219288207192,0.109314993870809,0.0423425150712518,0.0721606533851741
Deposit_Diattenuation_Horz_Mean,AD,0,0.16286517752773,1,0,0.239660367258324,1,0.247130935878364,1,0.00094188346488139,1,0,0.124361362493978,1,0.135441180870737,1,0.000335230262762249,1,1,0.0493776299424566,1,0.0550763418583386,0.034897076235304,0.0246663698493446,0.0601679209740664,0.0360233485601619,0.0313504752897322,0.080078215628254,0.0211971204413083,0.0495684023489495,0.0993243611468793,0.0575941068748361,0.0419436758896152,0.0119636208545909,0.0461800177785878,0.0360233485601619,0.0528964365605885,0.0235206262481303,0.0308939586448781,0.0308939586448781,0.0270419323007368,0.0323011509093554,0.0367379242939147,0.0296720377218378,0.0112595831406769,0.0454468337240752,0.035245129217947,0.0293265821807511,0.0566192799474259,0.0244324662478075,0.0260121542226189,0.0423113242221637,0.051556339554668,0.0381651663522402,0.0447198158964685,0.0448383198211312,0.0587291816786724,0.0595657067713672,0.0117449981313049,0.0317035046774501,0.0281901767170143,0.0534059206303731,0.0166052779017365,-0.0629604744157066,0.0482558403690034,0.0568709937493693,0.0455419016622593,0.0289593589727015,0.0544349055323491,0.0223428909888761,0.0415808448974581,0.0297484047474934,0.0446228508482159,-0.0213669878394829,0.0342963527242237,0.0275786828471061,0.0260388446824124,0.0745739996915773,0.0353999585998174,0.038118685732759,0.0291009853718674,-0.00488320816504825,0.0850607182946163,0.0299352212753424,0.0400352791491282,0.0230497478093555,-0.021031474829372,-0.00830460154895932,-0.238853480855282,0.0266347396029268,0.0305468649748632,0.0337981879943839,0.0876965717322263,0.0235609927000685,0.0338025281742363,0.0263587348845718,0.0341770789695516,0.0327504357627185,0.0294700000894802,-0.00440165287221627,0.0333839956955373,0.0447475426683135,0.0426956988202343,0.00597901248941507,0.0339883259191478,0.0236456589055894,0.0447566121842771,0.0313504752897322,0.0823457967061539,0.100365980895322,0.0353151365331704,0.0662680523906054,0.0329834967600404,0.167045088163385,0.155472613734147,-0.0505565716650361,0.0343487784550059,-0.0921591984032926,0.0920058224361148,0.0384953811745135,0.14506435078194,0.0992835302490407,0.144742812301437,0.0810554622256961,0.0555151249407782,0.0425537430504209,0.0690896653540383,0.093327298908575,0.080362432929388,0.0401552486472729,0.0970558276748432,0.133616313951616,0.0732723235987539,-0.00968575230446443,0.118742402469223,0.080078215628254,0.11268245847257,0.0216248017392362,0.0296309099704854,-0.453029002267702,0.0894494706435297,0.0767787438533265,0.119218527144379,0.0963419770175507,0.106219288207192,0.109314993870809,0.0423425150712518,0.0721606533851741
Background_Diattenuation_Lin_Mean,PC,1,0.00481870901704532,1,0,0.0789933733129913,1,0.0803054940639606,1,1.03476001905683e-05,1,1,0.000376007597342131,1,0.000546027741595997,1,0.00678391419746624,1,0,0.0827895963948821,1,0.0974313840845641,0.0986010068862329,0.120630349507958,0.154621515915031,0.0995555729774106,0.107125576315089,0.127170674222164,0.0104977129042404,0.076550891469257,0.0933892131797756,0.103593149626093,0.10287419625898,0.0923315116136986,0.0827017105712712,0.104048921045059,0.131359496734284,0.0951199797841318,0.0946693666480229,0.0946693666480229,0.0912240577689255,0.0864466233824676,0.120846365211447,0.0976969142328751,0.103789621637905,0.118746956582391,0.10189172236191,0.094730019917688,0.103252226835916,0.0822318505997188,0.100520196995467,0.0864311323041048,0.0939409861404949,0.0978987892874377,0.0938055782493865,0.10011353027429,0.101166924873263,0.0817265327096387,0.0995555729774106,0.0910043729074216,0.111451739093065,0.107599612586882,0.0904765273638992,0.103715414972689,0.10675194459766,0.0939735973978722,0.082007315411245,0.10022912368668,0.0998932639005625,0.100953055372806,0.102764839814066,0.106540700407298,0.106531469175797,0.12220859325903,0.0901385544429309,0.113357550543166,0.119839261537023,0.119872014429389,0.121124558335723,0.0922493431323781,0.0467714652409238,0.0948907277907056,0.194783736898915,0.107088599314026,0.122621926502034,0.107125576315089,0.101671482011401,0.0927868682894477,0.150054672346253,0.0966182258614896,0.109040746782445,0.0963925757578773,0.133233755792879,0.107363184602485,0.123268341268301,0.0985019058456869,0.117273094405601,0.0936504637959646,0.103950471634953,0.0989529318593188,0.109028309208961,0.103700035543232,0.568427847455309,0.112023712992881,0.108964899782189,0.0972542602845095,0.110238671375586,0.108339669081427,0.0959385876936893,0.114077501155232,0.332780019961285,0.0698867778780086,0.097203306961807,0.169160305413007,0.157585063066407,0.216809884842519,0.101600335224824,0.468570580946215,0.130831034889123,0.098690070633819,0.161498937136631,0.109418179742339,0.145743692978339,0.108187548365792,0.104710010805851,0.107488905306115,0.0937585530665084,0.114044932283817,0.15207339622584,0.0957627703887326,0.142373893016554,0.160602659326735,0.127170674222164,0.328024193423556,0.145231683963818,0.127845514899339,0.158226180330162,0.0864676168298339,0.0896621632004872,0.466986508880816,0.238598352691616,0.098450525880444,0.158782971244156,0.124099928801252,0.13660150131174,0.120505645420694,0.0898409573850945,0.0808863425855449
